Comments,Label
 don t fell  sister      irumbu roja nenga    ,7
 yoow appadiye saathukodi puzhira maari manasa puzhinjita yaa            ,7
 dei pesa theriyadha pasangala kutitu vandhu mokka pandringala,7
 train le clap sound ketale   odane nan thungure mari acting panuven  d hahaha  avangalam pavam than ana romba rude behave panuvanga money kudukulana    ,0
 mersal dialogue update note my mark ethirkalathula oru ponnu kolandha pethukittalea atha ellarum athisaaiaama papanga pirapu enbatheaah illamal poividum manitha inathin alivu arambam,2
 siva prakasan  vandha meet pannalam cuddalur la enaku friends illa neengathan en nailla friend okay    ,7
 illuminati  nai   tamil  samugatha kedukanumnu varalunga   dubai la irunthu varalunga,1
 h  raja      slap this idiot,6
 pratchanaye nathanaar kitta irunthuthaan varuthu enakku    ,5
 ohh kooti koduthuduva nariya experience pola  nalla businessoo poda dei,7
 pavithra palani  na oru ponnu thaan nanum ungala maari thaan,7
 bro ya bro epadi panringa ,7
 caption is true          doesn t look like transgender  any typo   ,7
 hello boss yan epudi guy kevala paduthuriga support than kodukurathu ella adlisht asiga paduthama erukalama mulla,7
 dowry ku la ponnu veedu tha kaaranam   nala mapla venum ngra thu kai neraya sambathikanum nrathu evloo periya dowry,7
 ival oru demon because alleevin arambam,3
 neel  ok ur watsapp number kudu chat panlam,7
 narayanan lakshmi  solla varadha purinjikiro arivu kooda ila    kadavul ellarukkum ore brain dha create pannan   neenga mattu kammi mark edakanum   naanga high mark edukaanumaa nnu sollavaren   ,5
 vijai kumar seeman oru devedeyamagan,6
 sappa mukkanugala serupa kaalati adikanu,1
 ennada prank show serial  mathiri aaakittinga part   part  ,7
                      paani poori thevidiyapayya,6
 i love you akka   ,7
 dei indha thadi madu enna anchoring nalla pandranu ivanaiye ella channel laiyum podringa,6
 malini akka always right    ,7
 pooo dd loosuuu over pesathaa but crt pesuu try pannuuu,5
 kandatha sapta yen  varathu avaga vaya katta solluinga aiya,1
 naan   time pakura entha video avolo cute iruku nxt part video poodunga,7
 adutha warkaaka chaina ulaka ndukale koopuduthu         paithyakkaranga,1
 anna naanum rajapalayam than first oru hai and blessings for you   unga mela than thappu irukku epovume yemathuravanga mela thappu illa yemarravanga mela than tappu so ungamelatahn tappu thappana person nu therunche neenga unga love aa kuduthuirukenga ana neenga atha vittu tu veliya vanthutenga romba happy   we love you anna      marakkamma oru hai enakku sollirunga ,2
 andala patti pesnathuku simon varthuam therivikka matan  ana intha vairamuthu pathi pesina odanae thudikran   simon sebastian,6
 bro  niga    vera          ,7
 dai dai h  raja  vayaa mudeenu pooooo daa ,6
 ne yaaru avaga judge pana,7
    k dislike panavanga manusanya neengalam      ithugu name prank ila nanpa     film  all the best       ,4
 super a soneenga sir    inga inum neraya per palaya kalathula use pana palakavalakangala inum enagla seiya soliki  irukanga    intha kalathuku athu othu poguma nu yosikirathu ila    oru visayatha yean inavara follow panranganu avangaluke inum therila   ,2
 babu natarajan  vera channel live va st bart live channel come,7
 seri  da gopinath aadha     podavae enna aaana    aadinga kuduthadhu porikitu povamae enna d ungalukulam    unagalam kaliyanam pannikuradha periya visiyam edhula ungalukulam rules and demand variyaa,5
 evana seruppal adichu anupunga aiyokkiya payala h  raja     ,6
 omg i just loved her attitude    vera level maa,7
 surlirajan r surlirajan  pon namer sent,7
 lactcham kodai ndrathu india la ila   whole world um da,7
 deenan r  nan renduperuku vela kuduthuruken daylium salri tharen avangala workers ah pakrathu illa en family member ah pakren yar thala melaum ukara mattom nalla thirunangai anaivarum,4
 harihara shankar  enna bro ithana number iruku,7
 part   ninum ma vara la sooo sad   ,7
 actually i like madan gowri    ,7
 ithuku thaa paapan kamalahassan a namba koodathu  election campaign ku helicopter la povaan ana corona nidhi ketta odi poyiduvaan  oru neyama pesamudiyatha oruthana eppidi leader a paaka mudiyum ,6
 inmea na thirunagai patha bayapadamata,7
 well said       speak about kgf ji,7
 madhavaraj madhavaraj  number kudu da,7
 en kanavarum kuda kettathu illa,6
 karthi ippa china tha parapi vitrukunu soltra avalathana,1
 harihara shankar  ungaluku enna work bro,7
 dei h raja naaye nee ellla oru manishanada mairu,6
 sir ungala mathiri jenune alunga work panra thanthi tv laya antha paradesi pondey wrk pannirukan enna kodumai sir,6
 rafeeq samreen rafeeq samreen  nee thuluka vamsam hahaaa   vanthutaan vamsathai pesa anniya mathathai potrum porumboku  poda arabia vukku,6
 karthik s  dei echa tevidiya payya    enna h raja ku support   ommala odi poidu virundaliku porandacmvanae,6
 machi onku apo ellam ikada  size ethanada,7
 babu natarajan  enaku illa ungalauku iruka nu ketten,7
 south scope evan enna pannuren     evan youtube la ella channelaium anchor erukan ,7
 plzzz don t say dii   respect must,7
 ponunga aamabalanga thappa senja athu ellaraiyum baathikaathu   athanaal ivargalai vaithu ellaraiyum thappa ninaikaathinga,2
 vick y   enna soldraga purala,7
 na anga iruntha avana otha savadichi iruippa antha  ,0
 raajeswaran  ub ece  illa neethan nenga vanganu pesuna so coimbatore karan na konjom nenga vangana sonna thappa dear,7
 avangaloda arasiyaluku jadhi madham dhan uram  ,7
 ramkumar rajendran   na type comments nalla padinga purinjukonga,7
 bro telengana problem pathi explain panunga,7
 akkka stay blessed sema akka nala manasu  ,4
 k balamurugan media student    ammam ,7
 gangedkar icmr china illuminati dmk congress supporter puppet,1
 super bro vera level nice good,7
 aaam na intha echa tevidiya naaye etuvume panna mudiyaatha,6
 love you  too nanba,7
 covid ku athan da sonninga,7
 yannaku eputi oruka nadathuchu na madurila irukan  trian la varupothu orutharu thadavunaru  yanna na onnu solllala apparam nea yanga irukiga yanna   panringa talla gadariu apparam station vanthuruchu nan avaru balliya vanthom  night    mani varavu aal ellatha yadathuku ponam apparam avaru  yannaku sappa aramicaru    hrs sappi yatuthutaru samma enjoy supara iruthuchu eppa   yers achu  therupavom yara vanthu yannaku sapuvakalanu ora assays iruku,7
 we are frds ok va,7
 saniyanungaleyy summave eruka maatingala da yerkanave corona va indha pakka thallita  ipo ithu  vera kandathu kadayatha thinu inum nala erukum thuuuu  ,1
 this is normal     unaku istam illaya ne yea atha panura     una love pana kudathu kalyanam pana kudathu nu yarachu sona ne keptya    ithu avega avega istam     child rap ah veda ithu onum kevalam illa     mrge panetu eivlo peru kalakadhal panetu asigama erukaga atha veda     onum kevalam illa     i m not a homosexual person but intha mathiri erukevagala kevalama pesurathuku munadi namba lachanatha pakanum first   ,2
 balaji venkataraman  avan mulu name enna,7
 you are good brahmin sir,7
 kadaisi varaikum enga share ipdiyea pogatum  help pannurathu nalla visayam but enga pera vachu pannuringala antha manasutha nanba   nandri nanba   ,4
 wajee naseelovely  adha yean en kita kekreenga   ,7
 thirunangai patri pesum naaaye antha thirunangai koda padukura kevalamana eena piravi neenga than da first atha stop pannunga da porampokku ambalaingala vekkama ila road la night la neenga thana da thedi thedi poidu unga kaama pasiya thikuringa        koduthu chii solavey vaii varala neenga olunga iruga da thirunangai patri ithil comments pannnuna yallavanum thirunangai koda sex vachidu than da vanthurupinga muthevingala neenga thirunthungada first,0
 solra naathari ella orina saerkai sarinu solluthunga athunga appadi thaan pola chee naaingala,3
 namma ellarum onu purinjikanum kasu panam inaiku varum pogum aana nala valkai thunaiya panam koduthu vanga mudiyathu sontha pangalaum panathala vanga mudiyathu,2
 muthala seenvea ellama akkuna sariyapoidum,7
 i am gay nu parumaiya solipan    ,7
 green shirt vera level anna,7
 suresh matthew ithu iyarkai tha   mirugangalum ipdi iruku   mathavanga unarchikum urimaikum suthanthiram kodukanum,2
 dai vera velaye illayada ungalukula      ullatha vache samalika mudila idhula idhu vera puthusa,1
 dei enda ipdi la prank pandringga,7
 gopi porampokku one side panra,6
 tamil malaysia tv nee saavuda porikki naayae naan aambala da,7
 poi treatment edu    vekam illaama  pesra,3
 indha kaalathu ponnunga sari illa,5
 ethu video raduka oru kumbal eruku  ,7
 praveen kumar kodi ah   semma comedy   ,7
 albert julian nee manushan manushan mela dhan varum avanga aano penno   inga kena thanama vandhu penathadha,7
 solla varthai illa nanba rmpa arumai kan kalangiten,7
 rasini lina na villupuram ma,7
 avanga naam mathikkanum ithula sollorukkiringa bro i veara level   ,7
 dai potta gopi baadu echa vela paakra ean di epdi aalaierenga neega kekamalea ungaluku naanga nariya seivom petha appa ammaku ponnuku ena thevainu theriyatha ungalukagzha thana sambathichi vachi irrukanga irrunthum ean dii avanga rathatha kudikerenga poi purushanium nimmathiya irruka veda maatenga,5
 dinesh dinesh   madurai bro neenga    ,7
 bro antha akka vukku nalla manasu bro i love u akka really hastup akka        ,7
 anchor nenga pakka shreya ghoshal madhiriye irukinga     ,7
 dai h raja ni oru punnda mavada ni  ,6
 every week anna nu ku thooka vantha mataranka    ,7
 super bro   hospital la illana doctor kuda fun experience eruka bro   erudhal solluga,7
 homa sex panuravagal oirda eruka kodathu shathu poidungal,3
 ithu oru  kevalam  unarvugal endra peyaril  ithai niyaaya  padutha mudiyathu  ithu  oru oonam  allathu wrong sprit ,2
 suthandhiram perula aahamam and varalaaru alikkureenga nu sonnadhu,7
 gay thappa katathinga avagalukum manasu irruku  ungaluku ponnugala thappa katuna kovam varuma athu mathiri than  ellarukum manasu irruku hurt pannathinga  apram avanga onnum criminal illa  itha ullagathula ambala pasanga rape avagala thappa katunga  ,6
 hari haran  nenga gay ya ,7
 aripu muthiduchu ungaluku ellam    thapa pannitu atha legal nu vera nyayam pesuringa    thu    ,5
 raju rajan  mm  ena pandra,7
 pavam ayoo vena anna teruningan pavam  avinga romba nalvinga bro,4
 last varaikum parents na parthukren nu evalum sollamatraluga dowry matum venuma  st dowry ilama azhikanum  ,7
      is always gay va solla kudathu   partner than uyir nu erukura gay boys erukanga,2
 hello bro unga email id kudunga,7
 madhavaraj madhavaraj  ippo ok va,7
 athuku motha government ra onna olika ventum,7
 mithra neenga oru manusan aa erukira saami       ,7
 naa oru men girl mela eripu udaya men bcz enoda feelings apdi ipo enkita vanthu yen ipdi irukanu keta kovam varum illa athu mari thana homosex peoples um  so itha kevalama   cast sanda mari peruma patukama avangala irritate panama plz respect the all human feelings ,2
 h  raja nee tamilan illa vandheri   poi vidu onnoda sondha manilathukkku   ,6
      thuuu maanam keta naaye,6
 sathiyama aluga varudhu anna avanga ungala anboda treat panadhunala   thirunangaigal la earum avoid panadhinga avangalum nambala mari humans than    love u anna   ,4
 avala aduchu munchiya odachu irukkanum        evlovo nallavagalam irukkaga   ippadi pannuravagalala than ella thirunangaikkum ketta peru ,5
 kannamma unna pudichu irukku da      love u      da,7
 chinavai ora vittu odhukuvaikapadum edhu natamai thirupu   ,1
 signal la nikka mudiyala vathu pocket la kasu iruntha eduthutuga mudiyathu sonna sabam viduthunga   ,0
 malini niga panrathu rompa thappu niga oru ponna irunthutu ennoru ponna thappa papingala oru ponna eruntha ennoru ponna friend a than ninaika thonum ana niga solrathu rompa thappa ethukku entha ulagathula porantha yella ponnukum kadaul oru annai porakka vachiruppanga athe mathiri oru anukum oru ponna porakka vachiruppanga nama avagalatha marriage pannikanum nigale sollunga entha ulagathula ulla yella  amma appaum niga panra thappa panniruntha niga aprama na entha ulagathula ulla mathavanga ellam  poranthirukave matom plz konjamavathu purinchika try pannuga ,3
 spr sir     wonderful speech,7
   thugala olichaathaan naadu urupadum  pesura petcha paaru  nasamapona saniyen ,0
 venkat of padmaamconnsultants  spelling mistake enga sir,7
 h raja avana patha idathula moonja odaipeyn    blood vara varikum   adipeyn      dei h raja unga aaththa yaru       ,6
 andha maari panravanunga vedi kundu pottu close pannidanum      i  ,6
 guru murthi  dhevudiyalukku porantha dhevudiya makane,5
  avaga smile vedka padrathu romba azhaga iruku  ashiq bro   unga interview laye   itha best   ,7
            auties girls message pannunga,7
 cuteaah tamil pesura akka       top tackar    ,7
      to      vera level like here    ,7
 spl la illa bro idle than,7
 ungala yaru accept panna sonna  avunga life athu  neenga unga velaya parunga,7
 ungaluku yen ipadi thoonuthu sollunga na ungaluku answer painnuran,7
 nala vaci puthusa seinga enjoyyy,7
 mohammed halik             call me,7
 eiha teavidiea pailla eaituku musliem eaillukurea neihaium tamil nadulla searupadie eaiualla vagkinallum ariua earukatu,6
 kamalakannan vetri hello sir transgender thirnangai mattumthaa natural gay natural illai athu oru lust puriyutha bible la eluthi irukku athu pavam ningal yesuvidam unga problem ma sollunga appovum intha problem iruntha ningal yesuvidam sella vendaam           ,3
 seer kodupathum thavaru seer vanguvadhum thavaru  na marriage seer vangama pantren ,2
 i love you          guys  by  gk yadav panruti,7
 bro make a video for thiruvaluvair,7
 vishnu ucet       ur number,7
 love u bro super bro    ,7
 babu natarajan  ealu munu ealu  munu munu rendu ealu rendu zero aaru,7
 meyyazhagan balakrishnan  unmai anna evvnalam hiv sava poragal,7
 enda echa thevdiya mavane  unoda pirapulaye engaluku sandhegam erukku da echa raja,6
 ecchha raja amma avan appavukku pirakkavillai anbadu idan moolam delivagi vittadu ,6
 dai video touching ga eruku but last la prank nu solli avangala kastapaduthathinga da,7
 spr broo       aana idhu prank illa motivation maari dhan irukku   nalla irundhachi bro    ungalukaga andha akka dance panadhu dhan highlight na kida adhu varikkum summa dhan pathan avanga dance pana udane andha dialoge ketadhum udane like pannitan    all the best     ,7
 babu natarajan  nee nalla antha message  gavanama baru tharium,7
 dai raja devadiya pundai potta mike kitacha enna venna besuvaiya en thamzharahin sunny ya umbinanalum nee inga vaal atta mudiyathu,6
 ama ivanga atha pethadhu yaruku,7
 nee ezhumpi seruppala adichchi irukkonum   no caste,7
   jey    y age,7
 raj kumar  bro     antha amma antha video boy veetukulla irunthu velila varumpothu avana konnutu varaangala illa     ,7
 babu natarajan  oh     super madurai veran   ,7
 supr g   kandipa pesunga avar panna   r   movies  vera levell,7
 damaal dumeel aluthamanatha    ha ha ha   kevalamanathu   ,7
 velavan  mm kk bro   ,7
 andha   sildrai la oru sildrai uh enaku theriyum nu nenaikiren andha sildrai um tiktok panni pathuruken     sildraaa     ,6
 tamil siripu  romba correct,7
 hii i am accpet for u,7
 h raja    kindly read all the below mentioned comments   unta lam mic kuduthutu keela utkanthu kekka aal irukku paru   kala koduma da,6
 pesama china va alichudunga     ella naattu kahavum oru nattai alipadhu thappu illa     nimathiya vaala vida matanga sappa mookanunga     mutant virus idhu vum lab ah dhaan erukkum   ,1
 avar solara aangalum ozhukamaana aangaluku mattum than   ,7
 your channel  u photo sent pana bro u id,7
 ajith ajith  na tharan bro saburiya  bro,7
 de sellur unakku firstu thirukkural theeiyimada  puranam pesura,7
 nee aram porundhiya veeran da     ,7
 correct tha bro   kadangaran koda andha kadana paiyan kita tha kepan   ponnungala keka maatan  keta athu kalyanam panni vera veetu ponnu aayiduchu solluvan  ,2
 next video ku waiting bro,7
 superb sir yenoda vetukarar oru manusiya kooda mathika mattanga yennai avar pakura parvaiyae aruvarupa pakum apo yenakku sethudanum pola irukum but   pen pillainga irukkanga avangalukaga uer vallura,6
 u r devil follower not god,7
 velavan  na garments field la erukkuranga,7
 next time wind illadha idathula shoot pannunga air sound kaadha kilikudhu,7
 james pothitu poo ne kadha vidatha ne bayapadara alavuku onum thivara vathi illa avangalum onamai oru mandhan enam    ,2
 hai h r u bro           ,7
 sv sekar facebook book forward only,7
 swathi sankarraj  well said nanba ,7
 super sir naangalam eena piravi than sir enna pantrathu engalota thalai vithi but unga family la ipadi oru eena piravi porakkama pathuko da etcha naaaya,6
 live onnu panuga u r face i see it,7
 enga kekranga oorla ellarume nallavunga nu nenaikanga ana pondati mattum than  enemy,7
          aaaasahhh god bless you  ,7
 ithula athirchi lam ila varusam aanal avinka ready pantrathutane,7
 kalai avargale   unga kulandhai  ae school la sekkurapa school admissions la enna zadhi nu keppanga la   apa andha kulandhai ku zaadhi na enna nu theriya varadha     andha appa zaadhi paathu love panna solraru   adhu sari thane   same caste  ae erukurapa andha kulandhai future nalla thane erukum   vera caste la love pannu   adhu future la problem aaguradhuku   starting la caste kettu love panradhu better thane       mrge la love la zaadhi pakka koodadhu nu solra yarume   school la college la   yen zaadhi ku nu eruka reservation  ae cancel pannunga nu solradhu ila    yen          first lkg la pasangala joint panrapa zaadhi sollama joint pannunga papom   ,7
 prabhu g  andha ponu avanga appa amma ta dhaan kekudhu  avangalaala ena koduka mudiumo adha koupanga  nee kashta patalum kadan vangunalum naan kekuradha enaku sei nu solradhelam thapu dhaan  en adha pathi yarum pesamatringa  ,2
 kodudha thala mela yeri ukanthuvanga,7
 therlana ponga     na y sollanu   ,7
 paulraj paulraj   nan neyveli,7
 indha padathukku part   venum,7
 economist kita enna kekanum enna keka kooodathunu    basic sense illlla       ,7
 andha alavuku neenga enna panninga sir,7
 muni vel  un poola sappanum,7
 vairamuthu pesunathu correct ah  ,7
 thamby senthilukkum sir ananth avarkalukkm nanrykal,7
 idhil sadhiyum illai madamum illai sariyana paadam pugatta vaenntum government eduthu nadatha vaenndum,2
 jayaprakash g prakash  aaaammm  mnnmmm mmmmn,7
 madhu ungalukku mattum kevalam illa manidha kulathukke kevalam ,7
 perumal d  hi you entha oru,7
 anga irunthu oruthan kuda inga vara kudathu plz,7
 keerthana komathi neeya avaluku seira,7
   avanguluku oru vazhkai iruku we are responsible,7
 iam tamilan mooduda nee madham maarna naayi nee ,6
 kadavul yaruna athu neengathan thalaiva,7
 life experience   ok dear,7
 hiv rajavukku muslim poola sappama irukka mudiyathu pola,6
 dai nee ellam manaketavave nee vibasariku porathaya,6
 navin priya  navin sorry ya u r gay,7
 rajesh r  na erode so long bro,7
 nee gala sanand poduriga super   tamilnadu nala erukum   thavailama pesurega  darvida avaga pola onenaa eruga da mathimathi sandnapodama,7
 rajeswari rajeswari   three daysa sky la moon theriyala any reason,7
 china corona vuku karanam illai ellam god seyal pls understand,7
 idhum aan penn kadhal madhiri oru alagiya unarvu,7
 thanks thambi enngaluku support pannathuku,7
 mohamed amani mohamed amani  nampala pathi peasa evanukkum evalukkum urumai keadaiyathu nampa life namakku pudicha maarithan vazhanum inthunga pearathulam namakku ethukku,2
 venkat raman bro  ella transgenderum picha edukurathilla  ivangala madhiri oru silaralathan motha transgenderke avamanamaguthu  picha kekurathu kooda oru thanmaiya kekanum but ivanga demand panranga kasu kammiya kodutha avangala asingama thitranga  ivangalukunu oru sangam irukula  anga poi ivanga help ketu suya thozhil seiya vendiyathu thana  ungaluku theriyathu ivangala paathale children bayapaduranga  trainla oru kozhantha munnadi avanga ammava asingama thititu poranga  thayavu senju indha madhiri aalunga mela karuna kaatathinga  thappu panna athu transgenderah irunthalum thandikka padanum  ,0
 itha solitu niye kadaisila unoda jaathila dan marriage pannuva da body sodda    ,7
 satan deceived u but one day u know that time no use kettu pona kedu ketta janmam nengalum kettu aduthavanayum kedukkathinga ungal prathipalam aids than dont spread aids,7
 vijaya ragavan   onnum puriyala ,7
 ohhh ma  means mathiri ya    super short cut,7
 love u all lgbtq folks  ,7
 neenga vera level pasanga da unga appa amma ungala semaiya valathurukaanag,4
 hindu kadavul payrai vaithu kondu ne yaaru oru patchai tamilanai eppadi elivupadutha ,7
 naan romba feel pandra naanum oru thirunangai ya poragalanu,7
 idu gay makkalukkana urimai so avangalukaha mattum idu kutramilla endu than sattam varanum ,2
 maalini jeevarathinam  dubai la irunthu vanthu  india  makkala  seer kedu pannita,1
 neeya naana mari varadhu pa,7
 vinoth ravi na pavam seyatha unmaiya kartharukku iruntha paralogam thaan poven,7
 kadaicy varai ulachu sapidamateenga ungala sila per,0
 very cute  don t feel oru vetriya pakkanum na pala thadaikalai thangai than aganum     ungala romba pudichirukku akka,7
 bro edu prank illa daaaaa,7
 h raja anna un thondan hari,7
 antha akka ku nal heart       ,7
 saniya pudichavenga  aniyayam panranga,1
 andha amma sonnadhuku meaning rendu per kalyanam panradhu pulla pethukradhu  so kadaisi varaikum onna vaazhradhuku illaya   indha comments la andha amma ku support pannavanga lam idha konjam yosichu paarunga pa  unga husband oh illa wife ko edho problem la kolandha porakaadhu nu doctor sonna unga husband wife ah vittutu poiduveengala  ,2
 athuku nenga tata family la ponna piranthurukanum  unga family iruka situations purinjuruntha nenga ippadi pesamattinga ,5
 prabu subgee   saaga kudadhu akka   adhukku saganum   avanugala namma torcher panna um ,2
 vera level concept bro  congrats bro,7
 bro cast epdi india la vanthuchinu sollunga,7
 idhu ku yella arasu dha mudivu yedukka vendum,7
 umaiyala therikaivitutenga nanba super melum vetri pada enoda vaalthukal from myanmar tamil,7
 neegala fulla pathu count painnekonga,7
 pari vs thuraimurgan   vai kizhiya neenga rendu perum thamizhar kudi otrumaya irukanumnu soldringa   neenga ippadi eliyum punayuma sanda podringa idhu dhan unga thamizh desiyama   unga prachanai pesi theerthukonga   namblakula en indha prachanai ,7
       ku mela enga vetla nadakarathu nga   ,7
 pika reviews   adha sola ne yaruda puluthi   pudikalana pocha mooditu poda,6
 antha akka dance aadum bothu yaarukellam kangalil kanneer thathumbiyathu  ,7
 nee apdi irukanala unaku ellam sariathan irukum aatha    ne nadathu  ,7
 siva kumar i   i tamil nadu  thanjauvr,7
 harihara shankar  good morning bro,7
 jathinu solaravankaluku  questions kekara correct a pathilsoluga naa jathi erukunu othukara    enmanavi kulathayai aparcion mulamagave eyirkaivaliyakavo pethukala engal jathikarangal veravithamaga kulathai pethukaranganu solugaa   enoda jathikarangal blood green nu different kamiga   unum unavu  vaivaliyaka sapiduvathu illai veravithamaga sapidukiromnu mantharikalukum jathikarankalukum different kamiga jathi matham eruku othukalam,7
 madhuvanthi mayiruvanthi antha naaiya arakkanum appo than naadu nalla irukkum,6
 vishwa hanu itha thavarunu solra ninga ok    adhe rishi galum yogi kalum vazha kalathulaye kovil sirpathula iruku,7
 kavi nila  ok ok ellarayum samama nanaikinum mathikanum appatha avangalum nalla irupanga,4
 summah islameyara konduvarazey h raja ne reamba reamba nallavan,1
 yeanya    but enaku entha video la ore doubta eruku   ,7
 devi devi  sister appadi neega ninachittu irukkuringa but ippo athellaam change aakittu varuthu ippo appadi kekkura amma appaa mika kuraivu,2
 pesama neenga avangaluku mudinja vela vangi kudunga apa ungakita kaasu edhum kekamatanga,7
 naangallaam romba lucky  paavapatta neenga poi unga velaya paarunga  population a perukura velaya ,7
 madras film rithvika mathiri irukanga super,7
            periyar ideology la tamil desiyam saadika mudyadu,7
 enna aniyayam ithu cha evanum ketkaama ukkanthu irukkan paru chiii,7
 crt sis  neenga soldrathu ellame crt  bible la potrukku idhu thappunnu  aadham eaval ah paathathu jesus or other god na homosexual persons ah uruvankki ulagathukku kondu vandhathum god thana  god creation ethuvume thappanatha irukkathu ellame oru plan irukkum adhukkaga adha support um pannathinga romba keavalamaanathavum pesathinga  adha adhoda pokulaye vitrunga plsss ungalukku pidikkalaya adhu unga opinion neenga adha pannathinga but adhukkaga mathavangala thitrathu commend pandrathu unga duty illa  okay that s it,2
      thaali katti illana ringu pottu kalyana pannalam    ,7
 akka neenga pesurathu romba thappu akka unga life ah maatha yesu oruvar irukaru akka avaru maathuvaru don t feel,7
 gh wb  pol sappi thevidiya mavane   eppa evan pola sappinu erukka   vada vanthu en pola nalla sappu   thanni vara varaikkum sappanum,6
 na nagama kainire vatutan da,7
 thiru murugan  nee yaru mothella,7
 podi punda  over scene podura punda,3
 mhmd mujahidh  pon namer sent me,7
 definitely varadhatchana innum adhigama dhan kekranga,7
 en husband intha speecha ketka kooda thayaraa illa   ,7
 unna solli thappu ilama ipdi oru padaipa ulagathuku kodutharu pathiya avara solanum   pls god innum evlo kevalam intha ulagathla nadakanum plsssss destroy this world,3
 trajan chellam  whatsapp number kudu bro,7
 unmaiyave vera level anna  avangadha unmaiyana manidhabimanatthoda valravanga     ,4
 riya pls one time avangala meet pana asaya irruku pls help me oru selfie,7
 ponnuga pesunaa intha maathiri pesuvaanga appa amma va kashta paduthura maathiri,5
 rishipedia     gootha whats your problem   mmmm unaku pidikala na muditu pooo that kind of person  na thapa pesuraa muditu po,6
 gopi un mela eruntha mariyatha suthama pochi     ,6
 rompa logical a pesuringal   i respect you,7
 ulagathin iruthiyil pengal mattume irupargal,7
 dai palaniyappa enna da serupala addicha pola eruku ha,6
 vignesh kumar  un amma ketta keelu vijay epde oothannu ava epde en sunniya ompirupannu nenachi paaru unnaku kai adikka vasathiya erukum,6
 nee   nadigan yaaa  ,7
 gift plsssssssssssssssssssssssssss id                                         a    a subscribe r from very start pllssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,7
 positive neram                     i unsubscribe saattai nu comment poteengala bro  podalana potutu vanthurunga    atha pakaravan elam unsubscribe pannatum avana     ntk la irunthu avana yen remove pannanganu ipo than puriyuthh,7
        crt aa slringa   niraya peru mrge ku aprm insecure aa feel panraanga,2
 yes  yes yes quick,7
 kanavu kanavaga ponathu      eanakku kedikatha valkai valieil sollamudiyamal      lathif irukaingal avargaluikku kedikadum mana neimmathi   love is love awesome       ,7
 paradesi nayee    echhcha nayeee    neelam manusa jenmame illa da,6
 iyaa neega vera level kandipa ennum neraiya puthu vishayatha pannuga nan share pannuvan,4
 bro part   marana waiting bro     ,7
 ne h raja ellada  h i v  rajamathiri erukka,6
 yella ambalaium epdi thaan    ivanugalam saagurapo bedla paditha padukaila kedakirapo thaa pondati solradha kepanuga    ambalaya paarthale yerichala eruku    pondati soru aakavum padukavum thaan ivangalku    kalyaname pana koodathu loveum pana kudathu,6
 gobi nenga nallave double side game aadurenga valthukkal,6
 china is band pannano eny nam wezippodu erukkawendum,1
 koiyala iva ellaraiyum homer sexualized agituva   ,3
 ithu solluru nallarukku   but yaru appadi irukka,7
 naveen kumar  deiii gomala okka    neenga general varalame     reservation la dha nottuvaaru    parayain loosu pundaigal    deii   idha last comment   uannku reply panradhukku enakku time ila     thaniya mutta koodhii maarii olarittu iru   ,6
 i respect you   ma,7
 cute  ta   erukanga,7
 china va azhicha endha noiyum varadu,1
 suresh babu  neenga yentha oor,7
 ama enakum apati tha iruthuchi,7
 ivangaley bomb vaipangalam apuram ivangaley edupangalam apadi iruku intha show   antha episode la girls ah selfish nu thittina gopi ipa koochamey illama support panuran,7
 s ravikumar s ravikumar  i d no sent pana bro,7
 meme dhanae pottanga adhuvum ava pesinadhudha       pudhusa create pannala ok va amma,7
 seeman thevadiya pundit sariyaga sonna h raja,6
 thanjavur district la niraya kovil irruku atha pathi video podunga anna,7
 prakash durairaj  ni ipdi peasuravanu therijurutha unga appa manusagala mathikiravagala irutha una peathuruka mataga   my comment ni pearathuruka veanaum thonuthu becs ni avagala manusagala paru,7
 neenga vara nanum epaditha casu  kutha avanga yanoda purse sa pudingitu oditanga,0
 rohu gamezz    inga comment pota mattum marituvangala,7
 nigalum  adha acigama ninaikkiriga adhanala tha na gay kidaiyathunu solluriga     ,3
 varungala nattin vedi velli i am biggggggg fannnnnn annaaaaaaaaaaaaaa         ,7
 gh wb  kandara oil mavane    kanadavanukku porantha thevidiya payale     ungomma pundaila naanthanda first en pula vittu nee porantha   ,5
 lesbian married ah nu boys kita kaluga,3
 kadhayalla nijam  dey punda un number kudu saavadichuruva una,6
 guru moorthi  how r u,7
 anbu s anbu  iam revathy,7
 antha akka rompa alaga naatiyam aadhunaga  pavam rompa nalla avaga   entha mathiri athigama video podunga ok valthukal  babu g karaikudi,7
 unnoda vela pu     mattum paru okwa,7
 pengal pengalaga thaan irukuranga  aangal aangal athikarathula thaan irukuranga    domination gents,6
 hii dude     send your email address    ,7
 video pathi solla vathai illa anna orn nenisam allu thutan vara lavel ann,7
 s bro u r wright,7
 ellaarum ungala maadri aaluku bayandhutu open aa solla maatraanga  india la     crore la    crore lgbt thaan   aana adha open aa ellaarkitayum solradhu enna maadri konjam per thaan  ,2
 antha amma manasu thaan sir kadavul   ,7
 nee ga gay ah bro,7
 yes crt     aana ethana movie eduthalum      purijukkatha mattanga  ,7
 dharshan priya  kundhani bekku needhan  adhuve oru paithiyam      feminist  adhuku poye support panra   ,5
