Comments,Label
"	மனித நேயத்தில் மலைக்கும்",None-of-the-above
"	ஆனந்த் சீனிவாசன் சார் தங்களின் நேர்மை மற்றும் நடுநிலையான கருத்துக்கு நாங்கள் தலை வணங்குகிறோம்.",None-of-the-above
"	ஒரு மனிதன்..மனுஷி..இவர்களின் மிகப் பெரிய வீரம் என்பது நடந்த தவறை ஒப்புக் கொண்டு மன்னிப்பு கேட்பது தான்..மதுவந்தியின் பள்ளியில் பணி புரியும்   காம கோபால் ..மன்னிக்க..ராஜ கோபால்..செய்த தவறுகளுக்கு அதனால் பாதிக்கப் பட்ட குழந்தைகள் மற்றும் பெற்றவர்களிடம் மன்னிப்பு கோரி விட்டு  ஆசிரியரை சட்டத்தின் கையில்  மதுவந்தி ஒப்படைப்பதோடு நிறுத்திக் கொள்வதே மரியாதையான விசயம்..அதைத் தவிர்த்து சாதி என்ற கறுப்பு ஆட்டை உள்ளே நுழைத்து சமத்துவம் பொதிந்த பூமியை கசாப்புக்கடை ஆக்கிப் பார்க்க விழைவது மிகவும் அபத்தம்...",None-of-the-above
"	டேய்  எச்ச நீ ஒரு எச்சிக்கு சமம் நீ தமிழன்கிடையாது உன்ன ஒருநாள் தமிழ் நாட்டைவிட்டு விரட்டுவொம் அதுவரை உயிரொட இரு...உன்னால் உன் குடும்பம் அசிங்கபடுகிறது நாய்க்கும் கீளாவனே எச்ச -------மொனே...",None-of-the-above
"	எச்சை ..  பொத்து",None-of-the-above
"	பொண்ண பெத்தவங்களுக்கு எப்டி கட்டி கொடுக்கணும்னு தெரியும் ஜாதி வேண்டும் அதுக்கு நீங்கள் எங்களை வெறியர் னு சொன்ன நாங்க அத பற்றா எடுத்துப்போம் இந்த நாட்டுல மனுசன் இருக்குற வரைக்கும் ஜாதி இருக்கும் இதான் உண்மை நீ எழுதி வச்சிக்கோ",Counter-speech
"	 % check_mark நாம் நண்பனிடம் எல்லா வகை சுகங்கலையும் அனுபவிக்கலாம்.அது மனைவியிடம் முடியாத ஒன்றாகும்.அருமை நண்பா.",None-of-the-above
"	Guru murthi   ங்கோத்தா பொண்டாட்டி தங்கச்சி குச்சிகாரிக நீ பொச்சு காட்டி பய........... விளங்கும் டா குண்டி காட்டி பயலே செத்துருடா பன்னாட பரதேசி........",Misandry
"	செமயா சொன்னீங்க சகோ",Hope-Speech
"	ஜாதிகளுக்கே ஒதுக்கீடு வழங்காமல் அவரவர் திறமைக்கு ஒதுக்கீடு வழங்கலாம்",None-of-the-above
"	Guru murthi   டேய் தேவுடியா மகனே......... ஆர் எஸ் எஸ் பிரியாணி திருட்டு புண்டைகளுக்கு உங்க அம்மா புண்டைய காட்டி தான் உன்னைய பெத்து இருப்பாள் என்பது நீ துலுக்க பயலுக சுன்னிய ஊம்பும் போதே தெரியுதுடா........... உன்னைய மாதிரி குச்சி காரி மகனுகளுக்கு துலுக்க பயலுக சுன்னிய ஊம்பினா தான் தூக்கம் வருமாடா........  குண்டி காட்டி பயலே த்த்த்துதுதூ மானங்கெட்ட பயலே செத்துருடா",Xenophobia
"	நபியை பற்றி பேச உனக்கு ஒரு அருகதை புண்டை கூட கிடையாது டா பொறிக்கி புண்டை",Misandry
"	உங்கள் மனைவியை நீங்கள் அவரது வீட்டிற்கு உதவ விட்டிருந்தால்",None-of-the-above
"	ராசாதான் வேசிக்கு பிறந்திருப்பான்",Misandry
"	செருப்பால அடிக்கனும் எச்ச ராஜா வை",None-of-the-above
"	; தலைவர்கள் மாறலாம்",None-of-the-above
"	SMS AS டேய் ச்சீ ஓரமா போய் ஊம்பு டா தூமைப்புன்டாமவனே",Misandry
"	தேவிடியா பயலே சீமான்",Misandry
"	சூப்பர் கோபி சகோதரா பெண்களை பெருமையாக பேசியதற்கு",None-of-the-above
"	ஒரு நாள் நாம் தமிழர் கட்சி வெல்லும் அன்று தமிழரின் புகழ் உலகெங்கும் போய் செல்லும் fire red_heart நாம் தமிழர் thumbs_upthumbs_upthumbs_upthumbs_upthumbs_upஅம்மா அப்பா சொல்லி வாக்கு செலுத்துவது திராவிட கட்சிகள்",None-of-the-above
"	ராஜா ஏண்டா பின்னாடி பின்னாடி பார்த்து பேசுற... முன்னாடி ஆள் இல்லையா?",None-of-the-above
"	பழய சித்தாகதை கிளிக வேண்டும் ஆண்ணா",None-of-the-above
"	SRI NARAYANA நீ ஒரு ஆரிய இந்து சரியா",None-of-the-above
"	அறியா  வயதில்  குழந்தைகளை  அடித்து  சொல்லிக்கொடுத்தால் தான் மனதில்  பதியுமா அன்புடன்  சொல்லிக்கொடுத்தால்  குழந்தைகள் மகிழ்ச்சி யோடு  பள்ளிக்கு செல்வார் கள் இதற்க்கு ஒரே  தீர்வு ஆசிரியர்களின் சம்பளம் குறைப்பது",Counter-speech
"	தயவு செய்து சாதி மதம் பேசதிர் நியாயம் மட்டும் பேசுங்கள் folded_hands",None-of-the-above
"	மனைவியை விரும்பினால் சுவாரசியம் வரும்",None-of-the-above
"	மதுவாந்தி ஒரு கருங்காலி பெண்ணினத்திற்கே ஒரு அவமான சின்னம்...; மூச்சந்தியில் வைத்து மலத்தால் அபிஷேகம் செய்ய வேண்டும்....; பணம்",Misogyny
"	எச்ச.ராஜா ஓரு .........உங்கள் கருத்து........",None-of-the-above
"	பிராமின்ஸ்லையும் மனசாட்சி உள்ள ஒரு மனுஷன் இருக்கான் யா சூப்பர் தல.",None-of-the-above
"	Comedy எச்சில் ராஜா",Misandry
"	வாழ்த்துகள் திரு.இயேசுராஜ் அவா்களுக்கு",None-of-the-above
"	ஜெயலலிதாவால் தப்பியது ஆனால் கடவுள் ஜெயலலிதா மரணம் கூட எப்படி நடந்தது என்பதை மறைத்து விட்டார். கடவுள் எல்லாம் பார்த்து கொண்டுதான் இருக்கிறார்.",None-of-the-above
"	Storm Breaker  எங்கப்பா போன டைம் பாஸ் ஆக மாட்டேங்குதுbeaming_face_with_smiling_eyesbeaming_face_with_smiling_eyesbeaming_face_with_smiling_eyesbeaming_face_with_smiling_eyes",None-of-the-above
"	எச்ச ராஜா உனக்கு இதே வேளைய",None-of-the-above
"	கடைசியில் அமர்ந்திருந்த அக்கா என்ன ஆச்சு னு கேட்டாங்க.... கேள்வி",None-of-the-above
"	ஆனந்து சார் அருமை; நெற்றி கண் திறப்பினும் குற்றம் குற்றமே",None-of-the-above
"	தாசி மகன் சைமன் என்ற சீமான் என்ற பைத்தியகார பன்னி",Misandry
"	தகுதிக்கு ஏற்றார் போல் பெண் அல்லது மாப்பிளை பார்த்தால் எந்த விதமான பிரச்சினை யும் இல்லை",Counter-speech
"	இந்த அப்பாவை பிடிச்சுக்கொண்டுபோய் ஒரு நாள் இரவு சுடுகாட்டுக்குள்ளே கட்டிலும் போட்டு குடுத்து விட்டு தூங்கு ராஜா என்று சொல்லிட்டு வந்திடனும்.; பாவம் அந்த குழந்தை.",None-of-the-above
"	Deepak Daniel Ravichandran  ; இஸ்ரவேலின் பூலுக்கு பிறந்த வனுக்குக் வாயப்பாரேன். ; சோ த்துக்கும் சூ த்துக்கும் மதம் மாறிய பன்னியெல்லாம் இந்தியனைப்பற்றி பேசக்கூடாது. நீ தமிழனுமல்ல  இந்தியனுமல்ல. வாயை மூடு.",Misandry
"	டேய் எச்சை ராஜா பொறுகி...... உங்க அம்மா யாரு டா..... நீ உங்க அம்மாவுக்கு தான் பொறந்தீய டா... தே......",Misandry
"	பிராமணனோ",None-of-the-above
"	ஆமா அவன் மலையாளி பஞ்சம் பிழைக்க வந்த வந்தேரி மலையாள கிறுத்துவ தேவிடியா மவன்",Xenophobia
"	புரட்சியாளன் சுபா  poda dalit thayelii",Xenophobia
"	அவனாச்சும் அவன் பொண்டாட்டி கவிதைய விக்கிறான்....நீ ஏன் ராஜா போற வர்ர பிஜேபி டவுசர துவைக்கிற...உனக்கு உனது ஊரிலேயே டெப்பாசிட் இல்லை...பைத்தியக்கார குரங்கு.....மூஞ்சிய பார்த்தா கிழட்டு கழுதை பு...மாதிரி இருக்கிறது....தயவுசெய்து நீயெல்லாம் பொது வெளியில் வராதடா...பார்த்தா வாந்தி வருது... ....",Misandry
"	panic கண்டசென்னை ண்ட",None-of-the-above
"	ஆனந்சீனிவாசன்; வாரிசுகள்  அந்த பள்ளியில் படித்தார்களா அப்போது பாலியல் தொல்லைஉள்ளதா காவல்துறை; விசாரிக்கவேண்டும்அந்த ஆசிரியர் யார் அவர்கள்; பிள்ளை படித்த கல்லூரிகள் எதுவோ அங்கு ; தூய்மை யான கல்வி நிறுவனங்களா; மக்கள் பேச கேட்டது",None-of-the-above
"	கடவுளே துணை  cal me",None-of-the-above
"	போடா எச்ச தேவிடியா மகனே பிச்சை ராஜா",Misandry
"	செக்ஸ்சாஸ்திரி ஸ்கூல் ஆகா என்ன அருமையான பெயர். இனிமேல்",Homophobia
"	டேய் தே... சைமன் நீ வாட்டி கான் கைக்கூலி டா",Misandry
"	நன்றி mr. ஆனந்த் சீனிவாசன்",None-of-the-above
"	அதுக்கு ஏன்டா.. முகம்மது நபி அவர்களை பற்றி பேச உனக்கு என்ன தகுதி இருக்கு... எச்சகல பொருக்கி... மானங்கெட்ட பயலே... இந்து-முஸ்லீம் கலவரம்",None-of-the-above
"	எச்சராஜாவாயை அடக்கவும் அருவெருப்பான பேச்சுவன்மையாக கண்டிக்கிறேன்",None-of-the-above
"	வைரமுத்து வ பேச பிஜேபி ல இருக்க ஒருத்தனுக்கு உரிமை இல்லை.. % பாத்து கொண்டு சும்மா இருக்க முடியாது",None-of-the-above
"	S K  பீஈஈஈஈ ஜே பீஈஈஈஈ ஒரு MLA சீட்டு வாங்குடா பார்ப்போம்.. ஸ்ரீ நாராயணா",None-of-the-above
"	நாம இப்படி ஒரு சம்பவத்தை பண்ணாம பத்து வருஷம் வீனாக்கிட்டோம்  போலயேface_with_rolling_eyes",None-of-the-above
"	டேய் ராஜா நீயும் மோடியும் தமிழ் நாட்டில் ஒரு அணியையும் புடுங்க முடியாது.உனக்கு திமுக ஆட்சி வந்ததும். நல்லா வச்சு செய்வாங்க",Misandry
"	நாடக காதல் மட்டும் சொல்லி தரலாமா",None-of-the-above
"	priya priya   நாற தேவுடியா ஓன் புண்டைய சீமானுக்கு கொடுத்தியா ஓல் வாடி புண்ட ; ; கோத்தால ஓத்தா கூட புத்தி புண்ட வராத தேவுடியா மவள் பொட்ட. கண்டார ஓலி",Misogyny
"	மருதிருவர் சீமை  poda echa",None-of-the-above
"	டேய் எச்ச ராஜா தேவிடியா பயனே என் நபியை பத்தி பேசினா நீ எந்த மேடையிலும் பேசுறியா அந்த மேடை யோட உன்னை கொடுத்திடுவோ அல்லாஹ் ரசூலுக்கு பொதுவா சொல்லிட்டொ என் நபியைப் பற்றி இனிமேல் பேசினா நீ குருபானி தான் நாரே தக்பீர் அல்லாஹு அக்பர்",Misandry
"	குரலற்றவர்களின் குரல் இல்லயா நீ செந்தில்.. ; அடுப்புக்கு நெருப்பூதுர ஊதுகுழல்..",None-of-the-above
"	Super இதேபோல் அனைத்து பெற்றார்கள் இருந்து விடவேண்டும் நன்றி",None-of-the-above
"	சும்மிங் பூலில் இறப்பது",None-of-the-above
"	ஆனந்த் sir உங்களுக்கு புள்ளைங்க இல்லன்னு சொல்லாதீங்க",None-of-the-above
"	நான் ஒரு மகிழ்வன் என்பதில் பெருமைப்படுகிறேன்.; என்னுடைய வீட்டிலும் இப்படி புரிந்து கொண்டால் நல்லது. ; கார்த்திக் போல ஒரு துனண கிடைத்தால் மிகவும் சிறப்பாக இருக்கும்.",None-of-the-above
"	; சீமான் ஒரு தமிழர் அல்ல",Xenophobia
"	அருமையான பதிவு அண்ணா பலரும் இது புரியாமல் இருக்கங்கள்",None-of-the-above
"	நீ தான்யா நம்ம ஆளு",None-of-the-above
"	வரச்சன வேனும்னு  சொல்ரதுலரது; ;  ஆகள் இல்லபா பொன்னுகதான் சார்",Misogyny
"	ஆசை இருக்கலாம் போரஆசை இருக்ககூடாது",None-of-the-above
"	இஸ்லாமிய மதத்தை பேச உனக்கு தகுதி இல்லடா நாயே செருப்படி வாங்குவ",Xenophobia
"	RAMOLA MATHEW  நண்பா யார சாெல்ரிங்க...",None-of-the-above
"	கேவலமான சமஸ்கிருத கல்யாண மந்திரங்கள். நான் ஹிந்துன்னு மார் தட்டும் அர்ஜூன் சம்பத் எந்த சமஸ்கிருத ஸ்லோகம் சொன்ன மந்திரங்கள் வழியா கல்யாணம் செய்தார் படிங்க தோழர்களே. மிக விருவிறுப்பான சமஸ்கிருத கல்யாண மந்திரங்கள். படிங்க மக்கா.",Counter-speech
"	சைம்மன்நயெ ஒன்ன விடவா ராஜா தவரபெசிட்டரு நீ தவரா பெசுவதல்தன் ராஜா பெசவேன்டியதகய்ருக்கு",None-of-the-above
"	மதிப்பிற்குறிய ஆனந்த் சீனிவாசன் போன்ற முற்போக்கான எண்ணம் உள்ள பிராமண சமூதாயத்தில் தங்களை வாழ்த்துவதில் பெருமகிழ்சி கொள்கிறேன்.; அப்பிராமண பள்ளியில் பாதிக்கப்பட்டவர்கள் பிராமண குழந்தைகளும் இருக்கும் போது இந்த புகார்கள் எப்படி பிராமண எதிர்பாகும் எனபதை பெரியமூளை உள்ள  மதுவாந்திக்கு புரியவைக்க; யாராலும் முடியாது; அப்படியா பட்ட மூளை....",None-of-the-above
"	பார்ப்ன தாயோலி எச்ச ராஜா புண்டமகனே ; உன் பொண்டாடிய நாங்க ஓதாதமோடா முஸ்லிம்ஸ இலுக்குர  நபியை நீ எப்படிடா இலுக்கலாம் பார்பன தாயோலி ; உன் ஆண்டாள் தேவடியாட நாங்கள் நிறுபிக்கிறோம்டா புண்ட கடவுள்கூட படுக்க ஆசை பட்ட ஆட்டாளை குறித்து நபியுடன் ஓப்பிடுவியா ஓத்தா",Misandry
"	இந்த எச்ச தேவிடியா பையன ஒண்ணுமே பண்ண முடியாதா.....",Misandry
"	மறத்தமிழன்டா  ; Unmai",None-of-the-above
"	Sathiya Raj  sister சொல்றத கேளுங்க...அவங்க நல்லா நடந்துப்பாங்க",None-of-the-above
"	Amutha Amutha  ஸாரி சிஸ் என் வாயில இதைவிட கேவலமா வரும் கண்ட்ரோல் பண்ணிகிட்டு மெசேஜ் பண்ணேன் அவ்ளோ அனுபவிச்சிட்டேன்",None-of-the-above
"	பிராமணர்களில் எத்தனையோ நல்லவர்கள் இருக்கிறார்கள் அதில் ஆனந்த் சீனிவாசனும் ஒருவர் நானும் காஞ்சி சங்கர மடத்தை சேர்ந்த ஒரு கல்வி நிறுவனத்தில் பணிபுரிந்து இருக்கிறேன் சாதி மதம் இனம் பார்க்காத எத்தனையோ பிராமணர்களுடன் பழகியிருக்கிறேன் அனைவரும் மனிதர்கள் தானே பிராமின் பிராமின் அல்லாதவர்கள் என்று சொல்வதே தவறு மதுவந்தி யை போல் குறுக்கு புத்தி உள்ளவர்கள் அனைத்து மதத்திலும் இருப்பவர்கள் அனைத்து சாதியிலும் இருப்பார்கள் மதுவந்தி உயர்சாதி பெண்ணல்ல இழிவான சாதியை சேர்ந்தவர் நான் சொல்ல வந்த கருத்து நல்லவர்கள் மேல் சாதியை சேர்ந்தவர்கள் கெட்டவர்கள் கீழ் சாதியை சேர்ந்தவர்கள் .",Counter-speech
"	போடா நாயே நீயே தமிழ் நாட்டிற்கு கேடு தேவுடியா பயலே முகம்மது நபியின் பேரை சொல்ல தகுதி இல்லாத நாயி பயலே உன்னுடைய வாயே உடைக்கனும்",Misandry
"	நீங்கள் உங்கள் speech இருந்தால் கேட்க வேண்டும் Sister....",None-of-the-above
"	Jasmine Alwyn  உண்மை விசுவாசம் இல்லாமல் பரங்கி தூக்கிப்போட்ட துண்டு ரொட்டிக்கு மதம் மாறிய  நாய்க்கும் கீழானவன்",None-of-the-above
"	ganesh s Sakthi  செல்லுங்க",None-of-the-above
"	youtube  பாக்குற யாரும் vote போடா போறதில்லையோ ? NTK DMK ADMK BJP Congress இப்படி எந்த வீடியோ பாத்தாலும் சீமானுக்கு தான் support அதிகம் ஆனா election ல vote  ஒன்னும்  இல்லையே !!!",Counter-speech
"	அருமை யா சொன்னிர்",None-of-the-above
"	அனைவருக்கும் பொருந்தும் கருத்து நன்றி",None-of-the-above
"	தமிழ் நாட்டில் இன்னும் ஜாதி பிரிவினை கொம்பு சீவப்படுகிறது.",None-of-the-above
"	ராசா மானங்கெட்டதில் உன்னை விட பெரிய ஆள் யார் இருக்கிறார்கள்",None-of-the-above
"	பெண்களை பற்றிபெருமைபடுத்தி பேசியதற்கு கோபிநாத் அண்ணனுக்கு மிக்க நன்றி",None-of-the-above
"	டேய் எச்சா தெவ......",None-of-the-above
"	பெசிக்கொன்டிறுக்கும்பொது பின்னால இறுக்கிறவங்கல பார்த்து பார்த்து பேசுகிறார்.  அப்போ முன்னாடி ஆட்களே இல்லயா",None-of-the-above
"	செம ஸ்பீச் சார் வாழ்த்துக்கள் வணக்கங்கள்",None-of-the-above
"	சிறப்பான பதிவு; உங்கள் நேர்மைக்கு; வாழ்த்துக்கள் !; வாழ்க வளமுடன் !; நாம் தமிழர்",None-of-the-above
"	போடா  பொரம்போக்கு...எச்ச ராஜா... பீகாரி. நாயே",Xenophobia
"	வருண் அம்மா மட்டும் இல்ல. இங்கு பலர் பயப்படுவது இந்த இந்த சமுதாயத்திற்காக தானே தவிர அவர்காகளை ஏற்று கொள்ள கூடாது என்ற மனநிலை அல்ல.... ஆனால் அவர்கள் சமூகத்தை துக்கி எரிந்து வாழ முன்வர வேண்டும்.... அப்படி நடந்தால் என் வாழ்வும் நன்றாக இருக்கும்folded_handsfolded_handsfolded_hands",Counter-speech
"	ஐயா  இன்றைய  மனைவி  நாளைய மாமியார்  பிற்காலத்தில்  உங்கள்  மகன் பெண்டாட்டி பேச்சை கேட்டு  உங்களை உதாசீனப் படுத்தும்  போதுதான் தெறியும் நீங்கள்  இன்று  பேசியதின் அர்த்தம் புரியும்",None-of-the-above
"	மதுவந்தியால்உனக்குஎன்ன அவமானம்நடந்ததுபொறுக்கிதின்னுகிறவங்களாலேயும்உன்னைபோல்மனசாட்சியேஇல்லாத உனைபோன்றவங்களாலுமேநாட்டைசீரழிச்சிட்டீங்களேடா",None-of-the-above
"	Bro Blued ஒரு App இருக்கே எது எப்படி? ???; Bro நீ எப்படி இரண்டை Manage பன்ன???",None-of-the-above
"	ஜெயலலிதா பிராமணப் பெண் அதனால்தான்  இல் அவர்களைக் காப்பாற்றினார் Y. G. மகேந்திரன் குடும்பத்தை",None-of-the-above
"	ஐயா கடுமையாக.இருக்கிறது; வார்த்தைகள்",None-of-the-above
"	இங்க ஆசைப்படுவது தப்பு இல்லை . அளவுக்கு அதிகமாக ஆசை படுவது தான் தப்பு. ஒரு குழந்தை ஹெலிகாப்டர் வேணும்னு கேட்டா அது குழந்தை னு விட்ருலாம் அது கன்னு ஹெலிகாப்டர் கொடுத்தாதான் கல்யாணம் பண்ண வேண்ணு எப்படி ஒரு படித்த பெண்ணால கேட்க முடியுது . இதுக்கு கோபி வேற சொம்பு அடிக்கிறார்",Misogyny
"	அவன் ஒரு மானங்கெட்ட இத்தரை விடுங்கள்....",None-of-the-above
"	டே எச்ச நாயே எச்ச பொரிக்கியே எச்ச ராசா",Misandry
"	மத வெறியை தூண்டி பிழைக்கும் தவறான வழி இது",None-of-the-above
"	  வயசுக்குள்ள  ",None-of-the-above
"	 :  உனக்கெல்லாம் சோறு போட்டதுக்கு உன்னால என்ன பண்ணமுடியுமோ அத பண்ணிட்டே.....",None-of-the-above
"	இவ வாயில மோன்டாலும் திருந்த மாட்டான்",Misandry
"	பள்ளிக்கு உண்மையில் அவப்பெயரை ஏற்படுத்திய ஆசிரியர் மீது கோபம் வருவதற்கு பதில் மற்ற எல்லார் மீதும்  மதுவந்திக்கு ஏன் கோபம் வருகிறது",None-of-the-above
"	Raja Sekar  புத்த சமணத்திற்கு முன் இருந்த மதம் ? வாதிட்டு திரும்பியது இந்து மதம் - படிக்காத ஏழைகளுக்கு பணம் கொடுத்து இந்து மதம் திரும்பவில்லை",None-of-the-above
"	என்னிடம்  பேசுவதே வீண் வேலை என்று கூறுகிறார்",None-of-the-above
"	சரியான கேள்வி",None-of-the-above
"	போட சங்கி புண்டா Hhhiv",Misandry
"	செந்தில் நல்ல ஊடகவியலாளர் அல்ல. வெறிவெறிவெறி தவிர பாவம் ஏதும் தெரியாது. தவறு எங்கு நடந்தாலும் கண்டிக்க வேண்டும்",None-of-the-above
"	உன்னை உங்க ஆத்த எப்படில பெத்த எச்ச தே..பயல. ஏலே குஜாராத்தில் இருந்து இங்க வந்து தமிழன பேசுர.. இந்து இஸ்லாமிய சகேதரங்களா பழகுரத பிரித்து மதவாத அரசியல் பன்னுர தே.. பையல.. ங்கோத்தா தே.... மவன. எச் ஐ வி ராஜா... Fu*k...",Xenophobia
"	கமல்  பற்றி  நல்ல  புரிதல்  இருக்கு  இவருக்கு ;  Kamal. ஒரு துரோகி  ;  Corporate கட்சி   மையம் man_facepalmingman_facepalmingman_facepalmingman_facepalmingman_facepalmingman_facepalmingman_facepalming",None-of-the-above
"	நா சொல்றே ஆண்டாள் தேவிடியா என்ன டா பண்ணுவ கூதிface_with_tears_of_joyface_with_tears_of_joy",Misogyny
"	இயற்கையாக வருவது மூன்று",None-of-the-above
"	Sathiya Raj  கண்டிப்பா...folded_hands",None-of-the-above
"	ஐயா தாங்கள் மனிதருள் மாணிக்கம். நியாயமான உரையாடல். மிக்க நன்றி.",None-of-the-above
"	இவளாவு பேசற நீங்க.... குழந்தைகளை stalin அல்லது கனிமொழி ஸ்கூலில் சேர்க்க வேண்டியது தானே sir...... ; ; இந்த பிரச்சினையை சொல்லி யார் TC கேட்டாலும் ..... Padma Seshadri schoolil irundhu TC koduthiduvaanga....; ; குழந்தைகள் நல்ல kalacahrathayum பண்பயும் ஒழுக்கத்தையும் Brahmin school இல் இருந்து கதுக்கணும் nu thaane   avalavu காசை கடன் வாங்கி fees கட்டராங்க........; ; DMK காரண பள்ளியில extra curricular activities enna nadakkum endru யோசித்து பதிருக்கீங்களா",None-of-the-above
"	உண்மைதான்",None-of-the-above
"	சோம்பேறிகள் விரும்பி வரதட்சணை",None-of-the-above
"	அட ஏன் அடிச்சுகீறீங்க..; இதெல்லாம் தூண்டி வேடிக்கை பார்ப்பது இந்த மீடியா நாய்கள் தான்..; மற்றும் சமூக சீர்குலைவு செய்யும் போலி பெண்ணிய அமைப்புக்கள்.. இது தெரியாமல் ஏன் ஆண் பெண் என்று அடித்து சாவுறீங்க..; மாமியார் வீட்டில் பெண்ணுக்கு உரிமை உண்டாம்..; ஆனால் ஆணுக்கு மட்டும் உரிமை இல்லையா?; ஏன் இந்த angleல் யாரும் யோசிப்பது இல்லை",Counter-speech
"	இன்னும் பிராமணர்களில் நல்லவர்களும்",None-of-the-above
"	சனிமாவில் நடிக்க வந்து தாசிகளாக இருந்தவர்கள் யார் என்பது எல்லோருக்கும் தெரியும் இவர் தன் பக்க ததிலேயே வாசிகளை வைத்து கொண்டு  மற்றவர்களை தாசி என்று கூறுகிறார்",Misandry
"	பெண்கள் அதாவது மனைவி  என்பவள் கணவர்கு கண்களில் தெரிவாதே இல்லை ..என்று மாருமோ இந்த சமுதாயம்",Counter-speech
"	Gh Wb ஒரு social media ல இப்படி பேசலாமா  bjp  யா விட நீ பேசறது  தான் அசிங்கம்",None-of-the-above
"	காமராஜர் குடுத்த பள்ளி பா.",None-of-the-above
"	நீங்க பேசினது தவறான முன் உதாரணம் தயவு செய்து போது மேடையில் கண்ணியமுடன் பேசவும்",Counter-speech
"	என் கணவரும் என்னை மதிக்கமாட்டார்...",Misandry
"	சைக்கோ சாமான்face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy ; ஆமைக்கறி கதைக்கும் கைதட்டறான் பாருface_with_tears_of_joy",None-of-the-above
"	ஆனந் சார் பேசுவது எப்போதும் ஞாயமாகத்தான் பேசுவார்",None-of-the-above
"	Sridhar Sridhar  நீங்கள் கூறும்இநதுமதவாதிகள்தமிழைஅழித்தார்கள் )தமிழ்நீசபாசை.வடமொழிதேவபாசை )தமிழைபேசியவர்களதேவடியாபிள்ளைகள்.வடமொழிபேசியவர்கள்உயர்தவர்கள். பேர்பேசும்பாக்ஷைக்கு கோடி.தமிழுக்கு .கோடி.தமிழில்தேர்வுஇல்லை.கீழடிஆய்வுக்கு ரூஇல்லை.இல்லாதசரஸ்வதிதைட கோடிசெலவு.இந்தாண்டுகுடியரசுஊர்திகூடதமிழில்இல்லை.இதைநீங்கள்உங்கள்மதவாதிகளிடம்கேளுங்கள்",Counter-speech
"	priya priya   ங்ஙோத்தா பஸ்டாண்ட் பஜாரி ஐட்டம் தானே தேவுடியா பேமலிஸ்",Misogyny
"	மத வெறி புடிச்ச நாய்",Misandry
"	எத்தனை பேர் அம்மா அப்பாக்கு சோறு போடுறீங்க? சந்தோஷமாக வச்சிருகிங்க?",Counter-speech
"	வரதட்சணை யார் கேட்டாலும் தவறு தவறு தான்.பெற்றோராக பார்த்து கொடுப்பதை வாங்கிகனும்.அவர்களை கட்டாயபடுத்தி கேட்ககூடாது.",Counter-speech
"	இதன் காரணமாக அந்த நாள் மீ இந்த ஆட்",None-of-the-above
"	நீ ஒரு சரியான அரசியல் வாதியாக இருந்தால் நாகரிகமாக பேச்சு முட்டாள்",None-of-the-above
"	ஏன்டா கூலிக்காக மாராடிக்கிறதல செந்திலை மிஞ்ச ஆள் இல்ல",None-of-the-above
"	Gunasekaran M  நீ ஆன்மீகவாதி தானே",None-of-the-above
"	DIVINE BLESSING  வந்தேறிக்கு சூத்தை விரித்து மதம் மாறாமல் இருப்பது இந்து தர்மம்",Misogyny
"	ஆனந்த் ஸ்ரீநிவாசன் firefire",None-of-the-above
"	RAJU RAJAN  சொல்லுங்க அண்ணா",None-of-the-above
"	உண்மையான ஒரு சம்பவம் மிக அருமை இதற்க்கு ஆஸ்கார் விருதே வழங்கலாம்",None-of-the-above
"	+SRI NARAYANA சுண்ணி ஊம்ப வா நீயும் உன் அம்மாவும்",Homophobia
"	கமல்ஹாசனின் முகத்திரையை கிழித்ததற்காக நன்றி",None-of-the-above
"	நல்லா துப்பி அனுப்புங்க",None-of-the-above
"	H. ராஜா நீங்க சாம்பார்சதாம்",None-of-the-above
"	நாளை நமது மகளும் இதை போன்று கேட்டாள் சகோதரி என்ன செய்வார் என்பதை விலக்கமாக சொல்வரா?",Counter-speech
"	சரி... சரி... மேடம் மதுவந்திக்காக எல்லோரும் சண்டை போடாதீங்க.; அவங்கள சீக்கிரமா நம்ப; கொரில்லா செல்லுக்கு அனுப்பிவையுங்க.",None-of-the-above
"	ஹெச்.ராஜா ஒரு தேசபக்தர். ஒவ்வொரு இந்தியனும் அவரைப்போல் தேசப்பற்றோடு வாழவேண்டும்",Hope-Speech
"	திரு ஆனந்த சீனிவாசன் மிகவும் நடுநிலையுடன் பேசியுள்ளார்.",None-of-the-above
"	Swimming pool மட்டும் அனுமதி இல்லாமல் கட்டி உள்ளார்கள் என்று கூறாதீர்கள்.இந்த பள்ளிக்கூட இடமே இவர்களுக்கு சொந்தமில்லை",None-of-the-above
"	ஆட்சிமாற்றம் இதற்காகவது வேண்டும்",None-of-the-above
"	எனக்கு   வயதில் நல்ல நண்பர்வேனும்",None-of-the-above
"	SRI NARAYANA ஐயா உங்களுக்கு புரியல நான் தமிழ் இந்து. ஆரிய இந்து நான் இல்லை ok",None-of-the-above
"	aniyan இது பதில் தெரியாமல் ஓடி ஒளிர்வது போல தெரியுதே",None-of-the-above
